Recency,Frequency,Monetary,Last_Review,Labels,Last_Order
321,1,175.82,4.0,0,2017-11-30
286,1,270.94,1.0,1,2018-01-04
287,1,252.1,5.0,3,2018-01-03
228,1,181.7,1.0,1,2018-03-03
327,1,295.42,5.0,0,2017-11-24
265,1,168.2,4.0,3,2018-01-25
216,1,190.15,5.0,3,2018-03-15
304,1,387.68,5.0,3,2017-12-17
266,1,1872.26,5.0,2,2018-01-24
280,1,314.21,5.0,3,2018-01-10
236,1,206.07,5.0,3,2018-02-23
208,1,241.45,1.0,1,2018-03-23
257,1,640.43,5.0,3,2018-02-02
335,1,206.87,1.0,1,2017-11-16
208,1,1157.66,5.0,2,2018-03-23
314,1,639.98,2.0,1,2017-12-07
238,1,152.57,5.0,3,2018-02-21
301,1,254.41,5.0,3,2017-12-20
247,1,205.5,5.0,3,2018-02-12
271,1,249.67,1.0,1,2018-01-19
298,1,188.56,5.0,3,2017-12-23
310,1,203.64,3.0,1,2017-12-11
213,1,486.09,5.0,3,2018-03-18
211,1,394.34,5.0,3,2018-03-20
323,1,308.42,1.0,1,2017-11-28
221,1,189.0,4.0,3,2018-03-10
287,1,170.52,5.0,3,2018-01-03
223,1,238.41,5.0,3,2018-03-08
326,1,403.8,5.0,0,2017-11-25
273,1,336.06,3.0,1,2018-01-17
284,1,186.62,5.0,3,2018-01-06
339,1,164.79,5.0,0,2017-11-12
261,1,416.8,5.0,3,2018-01-29
203,1,153.92,3.0,1,2018-03-28
334,1,190.75,5.0,0,2017-11-17
339,1,358.5,5.0,0,2017-11-12
220,1,180.08,5.0,3,2018-03-11
213,1,405.52,5.0,3,2018-03-18
316,1,405.72,1.0,1,2017-12-05
327,1,207.27,4.0,0,2017-11-24
291,1,346.59,5.0,3,2017-12-30
204,1,255.87,5.0,3,2018-03-27
224,1,164.39,4.0,3,2018-03-07
280,1,159.14,5.0,3,2018-01-10
270,1,169.5,1.0,1,2018-01-20
201,1,251.57,2.0,1,2018-03-30
216,1,302.66,1.0,1,2018-03-15
246,1,163.53,1.0,1,2018-02-13
326,1,1274.51,5.0,2,2017-11-25
314,1,352.55,1.0,1,2017-12-07
274,1,252.46,5.0,3,2018-01-16
284,1,162.42,1.0,1,2018-01-06
221,1,253.35,1.0,1,2018-03-10
275,1,154.73,5.0,3,2018-01-15
325,1,525.85,5.0,0,2017-11-26
202,1,164.07,5.0,3,2018-03-29
336,1,566.63,3.0,1,2017-11-15
212,1,516.48,5.0,3,2018-03-19
247,1,195.0,1.0,1,2018-02-12
303,1,285.14,5.0,3,2017-12-18
242,1,164.7,4.0,3,2018-02-17
250,1,216.83,5.0,3,2018-02-09
281,1,354.02,5.0,3,2018-01-09
323,1,205.07,4.0,0,2017-11-28
312,1,213.74,4.0,0,2017-12-09
321,1,441.84,5.0,0,2017-11-30
201,1,334.31,4.0,3,2018-03-30
237,1,161.04,1.0,1,2018-02-22
218,1,561.67,5.0,3,2018-03-13
331,1,191.68,4.0,0,2017-11-20
250,1,176.55,5.0,3,2018-02-09
270,1,165.71,4.0,3,2018-01-20
338,1,285.48,5.0,0,2017-11-13
276,1,839.4,5.0,2,2018-01-14
273,1,192.76,5.0,3,2018-01-17
246,1,162.16,5.0,3,2018-02-13
300,1,299.0,1.0,1,2017-12-21
337,1,215.6,4.0,0,2017-11-14
204,1,252.43,5.0,3,2018-03-27
327,1,216.93,5.0,0,2017-11-24
238,1,695.99,1.0,1,2018-02-21
288,1,180.71,4.0,3,2018-01-02
338,1,161.77,4.0,0,2017-11-13
231,1,580.44,1.0,1,2018-02-28
339,1,325.47,5.0,0,2017-11-12
208,1,202.56,4.0,3,2018-03-23
301,1,1564.07,5.0,2,2017-12-20
316,1,189.72,5.0,0,2017-12-05
315,1,523.98,5.0,0,2017-12-06
275,1,159.75,5.0,3,2018-01-15
272,1,177.38,5.0,3,2018-01-18
327,1,244.63,5.0,0,2017-11-24
237,1,333.34,5.0,3,2018-02-22
301,1,255.8,5.0,3,2017-12-20
244,1,671.51,1.0,1,2018-02-15
235,1,156.19,5.0,3,2018-02-24
215,1,157.81,3.0,1,2018-03-16
205,1,159.48,5.0,3,2018-03-26
316,1,918.31,1.0,2,2017-12-05
291,1,218.35,5.0,3,2017-12-30
272,1,366.85,5.0,3,2018-01-18
238,1,180.79,5.0,3,2018-02-21
279,1,166.59,5.0,3,2018-01-11
323,1,321.58,2.0,1,2017-11-28
204,1,373.98,5.0,3,2018-03-27
226,1,173.98,4.0,3,2018-03-05
297,1,217.64,5.0,3,2017-12-24
317,1,184.11,4.0,0,2017-12-04
211,1,358.76,2.0,1,2018-03-20
292,1,315.84,5.0,3,2017-12-29
287,1,294.5,4.0,3,2018-01-03
213,1,154.96,4.0,3,2018-03-18
323,1,163.06,5.0,0,2017-11-28
275,1,171.53,5.0,3,2018-01-15
321,1,211.12,5.0,0,2017-11-30
256,1,277.64,2.0,1,2018-02-03
313,1,194.48,5.0,0,2017-12-08
209,1,1314.95,5.0,2,2018-03-22
312,1,1082.51,3.0,2,2017-12-09
211,1,412.88,5.0,3,2018-03-20
324,1,312.49,1.0,1,2017-11-27
299,1,383.3,1.0,1,2017-12-22
324,1,224.4,3.0,1,2017-11-27
206,1,174.65,5.0,3,2018-03-25
332,1,205.99,5.0,0,2017-11-19
330,1,202.51,5.0,0,2017-11-21
218,1,591.87,3.0,1,2018-03-13
324,1,182.16,1.0,1,2017-11-27
324,1,279.98,5.0,0,2017-11-27
205,1,199.4,5.0,3,2018-03-26
253,1,238.8,5.0,3,2018-02-06
275,1,223.73,3.0,1,2018-01-15
316,1,267.25,2.0,1,2017-12-05
329,1,293.95,1.0,1,2017-11-22
252,1,160.18,4.0,3,2018-02-07
269,1,378.74,1.0,1,2018-01-21
322,1,238.69,5.0,0,2017-11-29
286,1,181.33,5.0,3,2018-01-04
199,1,337.83,5.0,3,2018-04-01
232,1,161.86,1.0,1,2018-02-27
229,1,285.63,2.0,1,2018-03-02
339,1,262.94,5.0,0,2017-11-12
234,1,188.98,5.0,3,2018-02-25
306,1,213.3,4.0,0,2017-12-15
222,1,278.59,1.0,1,2018-03-09
310,1,215.55,5.0,0,2017-12-11
234,1,161.45,5.0,3,2018-02-25
241,1,409.61,5.0,3,2018-02-18
253,1,246.26,4.0,3,2018-02-06
267,1,240.32,1.0,1,2018-01-23
280,1,1041.4,5.0,2,2018-01-10
251,1,186.62,2.0,1,2018-02-08
203,1,168.72,3.0,1,2018-03-28
233,1,166.71,4.0,3,2018-02-26
240,1,267.45,4.0,3,2018-02-19
232,1,205.47,5.0,3,2018-02-27
304,1,641.65,5.0,3,2017-12-17
321,1,163.8,5.0,0,2017-11-30
204,1,169.87,5.0,3,2018-03-27
222,1,171.62,4.0,3,2018-03-09
239,1,216.64,3.0,1,2018-02-20
319,1,161.54,5.0,0,2017-12-02
243,1,243.74,5.0,3,2018-02-16
296,1,279.04,5.0,3,2017-12-25
223,1,345.96,3.0,1,2018-03-08
323,1,236.54,3.0,1,2017-11-28
310,1,157.06,4.0,0,2017-12-11
338,1,274.15,5.0,0,2017-11-13
256,1,194.12,5.0,3,2018-02-03
214,1,272.97,1.0,1,2018-03-17
217,1,230.52,5.0,3,2018-03-14
328,1,367.2,1.0,1,2017-11-23
321,1,538.84,5.0,0,2017-11-30
311,1,164.79,3.0,1,2017-12-10
339,1,170.85,4.0,0,2017-11-12
209,1,166.92,4.0,3,2018-03-22
206,1,213.73,2.0,1,2018-03-25
312,1,232.72,4.0,0,2017-12-09
225,1,176.54,4.0,3,2018-03-06
203,1,173.8,5.0,3,2018-03-28
209,1,356.16,4.0,3,2018-03-22
208,1,571.57,5.0,3,2018-03-23
285,1,277.16,5.0,3,2018-01-05
322,1,323.96,5.0,0,2017-11-29
320,1,492.08,5.0,0,2017-12-01
265,1,205.07,5.0,3,2018-01-25
331,1,668.04,5.0,0,2017-11-20
317,1,248.36,5.0,0,2017-12-04
232,1,165.7,1.0,1,2018-02-27
216,1,555.32,2.0,1,2018-03-15
243,1,215.14,5.0,3,2018-02-16
331,1,307.38,4.0,0,2017-11-20
225,1,177.14,4.0,3,2018-03-06
275,1,391.68,4.0,3,2018-01-15
260,1,165.71,4.0,3,2018-01-30
331,1,193.9,4.0,0,2017-11-20
261,1,231.26,5.0,3,2018-01-29
222,1,435.44,5.0,3,2018-03-09
203,1,153.39,4.0,3,2018-03-28
246,1,169.7,5.0,3,2018-02-13
237,1,200.68,5.0,3,2018-02-22
229,1,171.38,5.0,3,2018-03-02
300,1,162.65,5.0,3,2017-12-21
215,1,229.14,5.0,3,2018-03-16
227,1,554.4,5.0,3,2018-03-04
339,1,953.53,2.0,2,2017-11-12
327,1,155.1,1.0,1,2017-11-24
239,1,268.48,5.0,3,2018-02-20
231,1,356.12,5.0,3,2018-02-28
276,1,170.53,5.0,3,2018-01-14
324,1,250.47,4.0,0,2017-11-27
230,1,450.16,3.0,1,2018-03-01
234,1,222.68,1.0,1,2018-02-25
316,1,239.35,5.0,0,2017-12-05
275,1,173.23,5.0,3,2018-01-15
339,1,221.98,5.0,0,2017-11-12
327,1,616.94,5.0,0,2017-11-24
240,1,279.51,3.0,1,2018-02-19
248,1,344.55,5.0,3,2018-02-11
202,1,173.88,1.0,1,2018-03-29
225,1,438.95,4.0,3,2018-03-06
259,1,251.71,4.0,3,2018-01-31
246,1,217.84,1.0,1,2018-02-13
202,1,219.28,1.0,1,2018-03-29
213,1,218.27,1.0,1,2018-03-18
274,1,277.16,1.0,1,2018-01-16
260,1,172.81,4.0,3,2018-01-30
241,1,164.72,5.0,3,2018-02-18
326,1,266.89,5.0,0,2017-11-25
325,1,259.91,2.0,1,2017-11-26
287,1,417.55,4.0,3,2018-01-03
232,1,244.95,5.0,3,2018-02-27
271,1,471.84,1.0,1,2018-01-19
316,1,288.33,5.0,0,2017-12-05
272,1,154.36,1.0,1,2018-01-18
299,1,217.15,5.0,3,2017-12-22
275,1,172.84,5.0,3,2018-01-15
339,1,367.2,5.0,0,2017-11-12
330,1,342.03,2.0,1,2017-11-21
232,1,353.79,3.0,1,2018-02-27
211,1,202.26,1.0,1,2018-03-20
261,1,415.78,4.0,3,2018-01-29
211,1,166.11,5.0,3,2018-03-20
249,1,562.03,1.0,1,2018-02-10
249,1,445.55,5.0,3,2018-02-10
280,1,192.69,5.0,3,2018-01-10
317,1,814.6,1.0,1,2017-12-04
206,1,157.91,5.0,3,2018-03-25
256,1,215.33,3.0,1,2018-02-03
214,1,209.41,5.0,3,2018-03-17
221,1,158.43,5.0,3,2018-03-10
221,1,247.46,4.0,3,2018-03-10
214,1,181.52,4.0,3,2018-03-17
332,1,219.63,5.0,0,2017-11-19
324,1,225.51,5.0,0,2017-11-27
280,1,161.37,2.0,1,2018-01-10
219,1,174.74,5.0,3,2018-03-12
317,1,299.2,3.0,1,2017-12-04
240,1,370.8,5.0,3,2018-02-19
235,1,178.72,5.0,3,2018-02-24
207,1,315.94,5.0,3,2018-03-24
249,1,234.66,2.0,1,2018-02-10
323,1,163.19,1.0,1,2017-11-28
291,1,425.07,5.0,3,2017-12-30
232,1,157.55,3.0,1,2018-02-27
242,1,466.9,3.0,1,2018-02-17
269,1,158.3,1.0,1,2018-01-21
317,1,284.9,5.0,0,2017-12-04
203,1,252.94,5.0,3,2018-03-28
285,1,629.51,5.0,3,2018-01-05
211,1,188.42,2.0,1,2018-03-20
317,1,186.82,5.0,0,2017-12-04
306,1,171.44,4.0,0,2017-12-15
260,1,168.57,5.0,3,2018-01-30
263,1,211.6,5.0,3,2018-01-27
245,1,181.6,4.0,3,2018-02-14
225,1,226.48,4.0,3,2018-03-06
341,1,166.29,5.0,0,2017-11-10
307,1,823.16,1.0,1,2017-12-14
210,1,210.28,4.0,3,2018-03-21
226,1,157.77,5.0,3,2018-03-05
309,1,169.34,4.0,0,2017-12-12
302,1,368.6,5.0,3,2017-12-19
256,1,185.47,5.0,3,2018-02-03
271,1,172.62,1.0,1,2018-01-19
212,1,260.0,2.0,1,2018-03-19
245,1,200.48,5.0,3,2018-02-14
278,1,201.65,4.0,3,2018-01-12
313,1,205.74,3.0,1,2017-12-08
328,1,869.33,5.0,2,2017-11-23
207,1,174.58,4.0,3,2018-03-24
325,1,196.99,4.0,0,2017-11-26
308,1,225.06,4.0,0,2017-12-13
327,1,189.51,1.0,1,2017-11-24
309,1,252.35,5.0,0,2017-12-12
265,1,206.5,5.0,3,2018-01-25
330,1,176.16,3.0,1,2017-11-21
224,1,842.31,1.0,2,2018-03-07
274,1,154.36,4.0,3,2018-01-16
278,1,157.36,5.0,3,2018-01-12
324,1,198.91,5.0,0,2017-11-27
315,1,289.98,5.0,0,2017-12-06
208,1,610.96,5.0,3,2018-03-23
255,1,189.07,1.0,1,2018-02-04
317,1,654.41,5.0,0,2017-12-04
214,1,153.39,2.0,1,2018-03-17
337,1,212.02,5.0,0,2017-11-14
328,1,312.59,5.0,0,2017-11-23
199,1,277.48,5.0,3,2018-04-01
325,1,596.27,5.0,0,2017-11-26
260,1,205.87,5.0,3,2018-01-30
330,1,713.08,4.0,2,2017-11-21
272,1,155.16,5.0,3,2018-01-18
235,1,170.71,4.0,3,2018-02-24
241,1,398.88,1.0,1,2018-02-18
256,1,211.86,5.0,3,2018-02-03
215,1,163.56,5.0,3,2018-03-16
288,1,369.6,4.0,3,2018-01-02
320,1,199.02,1.0,1,2017-12-01
278,1,284.49,3.0,1,2018-01-12
292,1,157.3,1.0,1,2017-12-29
257,1,307.24,5.0,3,2018-02-02
298,1,195.12,5.0,3,2017-12-23
292,1,213.53,5.0,3,2017-12-29
288,1,826.16,5.0,2,2018-01-02
332,1,162.65,5.0,0,2017-11-19
207,1,161.53,5.0,3,2018-03-24
301,1,231.88,5.0,3,2017-12-20
325,1,410.61,5.0,0,2017-11-26
313,1,217.93,5.0,0,2017-12-08
277,1,710.98,4.0,2,2018-01-13
267,1,1334.03,5.0,2,2018-01-23
277,1,257.3,5.0,3,2018-01-13
317,1,165.67,5.0,0,2017-12-04
251,1,214.41,3.0,1,2018-02-08
241,1,162.25,5.0,3,2018-02-18
279,1,316.26,5.0,3,2018-01-11
280,1,316.6,5.0,3,2018-01-10
259,1,189.37,5.0,3,2018-01-31
319,1,216.14,1.0,1,2017-12-02
265,1,320.61,4.0,3,2018-01-25
313,1,221.98,3.0,1,2017-12-08
259,1,171.14,4.0,3,2018-01-31
304,1,279.17,5.0,3,2017-12-17
261,1,169.23,5.0,3,2018-01-29
251,1,175.57,4.0,3,2018-02-08
230,1,580.44,4.0,3,2018-03-01
201,1,174.2,4.0,3,2018-03-30
252,1,350.18,5.0,3,2018-02-07
286,1,189.33,2.0,1,2018-01-04
230,1,218.45,1.0,1,2018-03-01
238,1,221.79,5.0,3,2018-02-21
233,1,759.49,5.0,2,2018-02-26
223,1,1037.79,2.0,2,2018-03-08
327,1,422.03,5.0,0,2017-11-24
308,1,195.0,3.0,1,2017-12-13
232,1,172.69,3.0,1,2018-02-27
249,1,282.26,1.0,1,2018-02-10
333,1,261.18,5.0,0,2017-11-18
216,1,162.85,5.0,3,2018-03-15
300,1,171.44,5.0,3,2017-12-21
330,1,222.98,5.0,0,2017-11-21
207,1,195.54,4.0,3,2018-03-24
334,1,741.75,5.0,2,2017-11-17
226,1,213.74,1.0,1,2018-03-05
266,1,172.84,5.0,3,2018-01-24
219,1,172.55,5.0,3,2018-03-12
341,1,254.41,4.0,0,2017-11-10
328,1,305.69,5.0,0,2017-11-23
317,1,226.14,1.0,1,2017-12-04
312,1,315.9,4.0,0,2017-12-09
231,1,413.88,5.0,3,2018-02-28
327,1,206.92,5.0,0,2017-11-24
232,1,195.94,1.0,1,2018-02-27
223,1,165.83999999999995,1.0,1,2018-03-08
267,1,163.79,5.0,3,2018-01-23
260,1,246.26,1.0,1,2018-01-30
258,1,294.58,5.0,3,2018-02-01
204,1,206.72,5.0,3,2018-03-27
320,1,364.99,5.0,0,2017-12-01
214,1,488.15,3.0,1,2018-03-17
242,1,198.68,5.0,3,2018-02-17
327,1,157.22,1.0,1,2017-11-24
282,1,198.9,5.0,3,2018-01-08
202,1,167.05,1.0,1,2018-03-29
327,1,202.68,5.0,0,2017-11-24
234,1,229.5,4.0,3,2018-02-25
336,1,421.35,5.0,0,2017-11-15
268,1,153.62,4.0,3,2018-01-22
232,1,218.45,1.0,1,2018-02-27
237,1,166.29,1.0,1,2018-02-22
282,1,188.34,5.0,3,2018-01-08
314,1,337.51,3.0,1,2017-12-07
268,1,187.43,3.0,1,2018-01-22
325,1,177.84,2.0,1,2017-11-26
254,1,186.85,5.0,3,2018-02-05
267,1,241.93,1.0,1,2018-01-23
261,1,160.54000000000002,5.0,3,2018-01-29
334,1,235.98,1.0,1,2017-11-17
241,1,157.65,5.0,3,2018-02-18
340,1,155.73,5.0,0,2017-11-11
317,1,155.73,5.0,0,2017-12-04
272,1,171.69,5.0,3,2018-01-18
210,1,205.2,5.0,3,2018-03-21
323,1,156.89,5.0,0,2017-11-28
233,1,1981.22,5.0,2,2018-02-26
256,1,211.86,1.0,1,2018-02-03
264,1,1853.75,4.0,2,2018-01-26
318,1,311.1,5.0,0,2017-12-03
237,1,1423.52,1.0,2,2018-02-22
327,1,321.9,1.0,1,2017-11-24
260,1,522.34,1.0,1,2018-01-30
206,1,218.27,3.0,1,2018-03-25
282,1,912.65,2.0,2,2018-01-08
218,1,177.14,5.0,3,2018-03-13
249,1,155.63,4.0,3,2018-02-10
285,1,197.2,5.0,3,2018-01-05
273,1,197.6,5.0,3,2018-01-17
243,1,182.61,5.0,3,2018-02-16
262,1,608.49,5.0,3,2018-01-28
319,1,183.79,1.0,1,2017-12-02
284,1,167.19,5.0,3,2018-01-06
288,1,194.48,5.0,3,2018-01-02
259,1,195.91,5.0,3,2018-01-31
201,1,169.61,5.0,3,2018-03-30
309,1,171.27,5.0,0,2017-12-12
266,1,293.36,3.0,1,2018-01-24
243,1,177.49,4.0,3,2018-02-16
313,1,358.04,4.0,0,2017-12-08
295,1,153.58,5.0,3,2017-12-26
324,1,284.9,4.0,0,2017-11-27
274,1,243.62,5.0,3,2018-01-16
268,1,172.84,5.0,3,2018-01-22
332,1,231.12,1.0,1,2017-11-19
283,1,158.2,4.0,3,2018-01-07
246,1,159.85,5.0,3,2018-02-13
264,1,192.59,5.0,3,2018-01-26
238,1,163.81,3.0,1,2018-02-21
255,1,168.2,5.0,3,2018-02-04
274,1,341.51,2.0,1,2018-01-16
326,1,163.25,5.0,0,2017-11-25
200,1,163.64,5.0,3,2018-03-31
327,1,668.3,1.0,1,2017-11-24
222,1,676.8,1.0,1,2018-03-09
212,1,295.01,5.0,3,2018-03-19
264,1,307.69,4.0,3,2018-01-26
294,1,234.08,5.0,3,2017-12-27
286,1,165.8,5.0,3,2018-01-04
274,1,158.22,5.0,3,2018-01-16
274,1,267.51,2.0,1,2018-01-16
269,1,291.16,1.0,1,2018-01-21
325,1,166.97,1.0,1,2017-11-26
321,1,163.53,5.0,0,2017-11-30
220,1,268.62,5.0,3,2018-03-11
235,1,340.2,5.0,3,2018-02-24
327,1,2429.68,4.0,2,2017-11-24
280,1,224.12,3.0,1,2018-01-10
225,1,286.85,1.0,1,2018-03-06
337,1,265.49,4.0,0,2017-11-14
274,1,236.29,4.0,3,2018-01-16
226,1,294.07,5.0,3,2018-03-05
320,1,1425.56,5.0,2,2017-12-01
310,1,286.15,5.0,0,2017-12-11
323,1,167.39,4.0,0,2017-11-28
320,1,184.79,5.0,0,2017-12-01
269,1,176.23,5.0,3,2018-01-21
235,1,177.8,5.0,3,2018-02-24
331,1,173.84,5.0,0,2017-11-20
232,1,155.63,5.0,3,2018-02-27
213,1,160.42,1.0,1,2018-03-18
282,1,160.51,5.0,3,2018-01-08
316,1,175.79,4.0,0,2017-12-05
273,1,315.33,5.0,3,2018-01-17
239,1,233.83,4.0,3,2018-02-20
316,1,225.71,5.0,0,2017-12-05
261,1,506.13,5.0,3,2018-01-29
300,1,207.27,4.0,3,2017-12-21
213,1,161.86,5.0,3,2018-03-18
285,1,298.22,5.0,3,2018-01-05
247,1,193.8,4.0,3,2018-02-12
239,1,206.68,3.0,1,2018-02-20
259,1,168.71,5.0,3,2018-01-31
246,1,264.05,4.0,3,2018-02-13
325,1,246.36,4.0,0,2017-11-26
207,1,206.49,4.0,3,2018-03-24
255,1,242.1,5.0,3,2018-02-04
330,1,1289.0,2.0,2,2017-11-21
244,1,172.84,3.0,1,2018-02-15
218,1,173.3,5.0,3,2018-03-13
234,1,224.67,4.0,3,2018-02-25
272,1,451.28,3.0,1,2018-01-18
257,1,153.26,4.0,3,2018-02-02
327,1,166.81,5.0,0,2017-11-24
320,1,196.99,4.0,0,2017-12-01
208,1,298.05,1.0,1,2018-03-23
333,1,354.62,5.0,0,2017-11-18
317,1,1354.8,1.0,2,2017-12-04
304,1,155.74,5.0,3,2017-12-17
218,1,235.39,5.0,3,2018-03-13
204,1,507.76,4.0,3,2018-03-27
299,1,556.01,5.0,3,2017-12-22
268,1,169.49,4.0,3,2018-01-22
315,1,172.62,5.0,0,2017-12-06
283,1,298.22,5.0,3,2018-01-07
327,1,152.48,4.0,0,2017-11-24
306,1,297.07,5.0,3,2017-12-15
290,1,314.6,1.0,1,2017-12-31
207,1,171.87,5.0,3,2018-03-24
222,1,435.45,2.0,1,2018-03-09
299,1,173.84,4.0,3,2017-12-22
303,1,187.34,1.0,1,2017-12-18
337,1,163.57,1.0,1,2017-11-14
217,1,244.52,2.0,1,2018-03-14
255,1,371.59,5.0,3,2018-02-04
280,1,174.04,4.0,3,2018-01-10
305,1,893.12,5.0,2,2017-12-16
222,1,165.94,5.0,3,2018-03-09
301,1,247.75,5.0,3,2017-12-20
326,1,328.76,5.0,0,2017-11-25
341,1,219.35,3.0,1,2017-11-10
305,1,312.59,5.0,3,2017-12-16
206,1,198.12,2.0,1,2018-03-25
294,1,157.3,5.0,3,2017-12-27
327,1,179.56,5.0,0,2017-11-24
308,1,154.1,5.0,0,2017-12-13
216,1,176.12,5.0,3,2018-03-15
243,1,244.47,4.0,3,2018-02-16
327,1,156.74,4.0,0,2017-11-24
326,1,213.94,5.0,0,2017-11-25
265,1,168.2,4.0,3,2018-01-25
322,1,457.44,5.0,0,2017-11-29
232,1,155.63,1.0,1,2018-02-27
242,1,623.1,1.0,1,2018-02-17
239,1,240.04,5.0,3,2018-02-20
304,1,229.03,5.0,3,2017-12-17
327,1,203.9,4.0,0,2017-11-24
274,1,167.59,5.0,3,2018-01-16
327,1,196.01,1.0,1,2017-11-24
215,1,368.52,5.0,3,2018-03-16
252,1,183.94,5.0,3,2018-02-07
225,1,324.58,3.0,1,2018-03-06
230,1,187.8,1.0,1,2018-03-01
223,1,324.72,5.0,3,2018-03-08
293,1,234.55,5.0,3,2017-12-28
325,1,176.87,4.0,0,2017-11-26
333,1,172.25,3.0,1,2017-11-18
317,1,205.85,5.0,0,2017-12-04
257,1,211.89,5.0,3,2018-02-02
220,1,279.98,4.0,3,2018-03-11
246,1,265.49,5.0,3,2018-02-13
245,1,249.04,5.0,3,2018-02-14
327,1,206.92,1.0,1,2017-11-24
319,1,311.1,5.0,0,2017-12-02
210,1,162.83,5.0,3,2018-03-21
254,1,364.69,5.0,3,2018-02-05
215,1,159.71,5.0,3,2018-03-16
226,1,203.8,1.0,1,2018-03-05
264,1,198.66,1.0,1,2018-01-26
230,1,175.1,2.0,1,2018-03-01
237,1,372.54,5.0,3,2018-02-22
262,1,207.7,4.0,3,2018-01-28
199,1,170.96,5.0,3,2018-04-01
284,1,313.2,3.0,1,2018-01-06
327,1,283.06,1.0,1,2017-11-24
262,1,253.8,4.0,3,2018-01-28
340,1,187.65,1.0,1,2017-11-11
286,1,334.58,4.0,3,2018-01-04
225,1,194.25,3.0,1,2018-03-06
327,1,394.96,5.0,0,2017-11-24
243,1,231.14,4.0,3,2018-02-16
319,1,190.37,5.0,0,2017-12-02
255,1,221.18,1.0,1,2018-02-04
340,1,206.92,4.0,0,2017-11-11
206,1,1046.42,4.0,2,2018-03-25
283,1,654.41,5.0,3,2018-01-07
222,1,294.7,5.0,3,2018-03-09
221,1,164.45,4.0,3,2018-03-10
257,1,856.86,1.0,2,2018-02-02
225,1,252.0,5.0,3,2018-03-06
217,1,399.95,3.0,1,2018-03-14
218,1,391.15,4.0,3,2018-03-13
331,1,196.01,4.0,0,2017-11-20
201,1,169.92,4.0,3,2018-03-30
222,1,294.7,1.0,1,2018-03-09
328,1,230.9,1.0,1,2017-11-23
233,1,276.49,5.0,3,2018-02-26
253,1,173.27,5.0,3,2018-02-06
199,1,191.13,1.0,1,2018-04-01
246,1,184.92,4.0,3,2018-02-13
314,1,177.44,3.0,1,2017-12-07
239,1,348.07,4.0,3,2018-02-20
266,1,272.2,4.0,3,2018-01-24
213,1,191.18,4.0,3,2018-03-18
275,1,1191.48,2.0,2,2018-01-15
272,1,175.77,5.0,3,2018-01-18
329,1,286.65,1.0,1,2017-11-22
278,1,182.36,4.0,3,2018-01-12
254,1,216.64,5.0,3,2018-02-05
306,1,205.61,5.0,3,2017-12-15
208,1,328.05,5.0,3,2018-03-23
241,1,374.25,5.0,3,2018-02-18
210,1,170.63,3.0,1,2018-03-21
269,1,307.69,5.0,3,2018-01-21
336,1,186.85,5.0,0,2017-11-15
257,1,164.79,1.0,1,2018-02-02
341,1,156.75,5.0,0,2017-11-10
329,1,232.7,4.0,0,2017-11-22
318,1,198.0,5.0,0,2017-12-03
264,1,162.33,4.0,3,2018-01-26
297,1,212.88,5.0,3,2017-12-24
202,1,288.76,4.0,3,2018-03-29
264,1,161.54,5.0,3,2018-01-26
212,1,1672.06,5.0,2,2018-03-19
230,1,298.5,1.0,1,2018-03-01
254,1,168.2,5.0,3,2018-02-05
278,1,335.48,5.0,3,2018-01-12
203,1,639.6,5.0,3,2018-03-28
264,1,177.37,1.0,1,2018-01-26
330,1,772.4,5.0,2,2017-11-21
309,1,238.54,4.0,0,2017-12-12
312,1,206.5,5.0,0,2017-12-09
281,1,276.26,2.0,1,2018-01-09
230,1,165.8,1.0,1,2018-03-01
286,1,185.07,1.0,1,2018-01-04
333,1,264.16,4.0,0,2017-11-18
264,1,325.59,5.0,3,2018-01-26
231,1,1075.83,2.0,2,2018-02-28
214,1,200.21,4.0,3,2018-03-17
268,1,162.06,4.0,3,2018-01-22
329,1,262.6,5.0,0,2017-11-22
327,1,162.15,2.0,1,2017-11-24
219,1,211.95,5.0,3,2018-03-12
299,1,202.06,1.0,1,2017-12-22
310,1,158.55,5.0,0,2017-12-11
280,1,1083.2,4.0,2,2018-01-10
241,1,165.8,3.0,1,2018-02-18
257,1,280.41,1.0,1,2018-02-02
310,1,272.7,1.0,1,2017-12-11
327,1,186.96,1.0,1,2017-11-24
271,1,241.12,5.0,3,2018-01-19
211,1,197.49,5.0,3,2018-03-20
328,1,241.42,5.0,0,2017-11-23
229,1,189.37,1.0,1,2018-03-02
321,1,167.59,5.0,0,2017-11-30
224,1,192.69,5.0,3,2018-03-07
216,1,243.45,1.0,1,2018-03-15
244,1,618.6,5.0,3,2018-02-15
202,1,233.16,5.0,3,2018-03-29
268,1,188.52,1.0,1,2018-01-22
298,1,275.63,5.0,3,2017-12-23
311,1,174.63,3.0,1,2017-12-10
340,1,200.61,4.0,0,2017-11-11
279,1,158.11,1.0,1,2018-01-11
213,1,155.98,5.0,3,2018-03-18
338,1,188.94,5.0,0,2017-11-13
243,1,176.33,4.0,3,2018-02-16
219,1,329.87,5.0,3,2018-03-12
331,1,328.24,1.0,1,2017-11-20
223,1,238.41,3.0,1,2018-03-08
303,1,273.92,4.0,3,2017-12-18
254,1,940.65,3.0,2,2018-02-05
252,1,153.13,5.0,3,2018-02-07
335,1,180.71,5.0,0,2017-11-16
